index,timestamp,power.draw [W],utilization.gpu [%],utilization.memory [%],memory.total [MiB],memory.used [MiB],memory.free [MiB]
1,2023/10/18 17:42:05.926,276.70,79,47,81920,79553,1497
2,2023/10/18 17:42:05.932,282.20,83,50,81920,79537,1513
3,2023/10/18 17:42:05.938,271.11,77,48,81920,79265,1785
4,2023/10/18 17:42:05.946,63.45,0,0,81920,7,81042
5,2023/10/18 17:42:05.955,63.31,0,0,81920,7,81042
6,2023/10/18 17:42:05.961,64.26,0,0,81920,7,81042
7,2023/10/18 17:42:05.968,61.97,0,0,81920,7,81042
0,2023/10/18 17:42:06.076,272.37,84,46,81920,79646,1403
1,2023/10/18 17:42:06.083,286.15,84,48,81920,79553,1497
2,2023/10/18 17:42:06.090,278.52,76,46,81920,79537,1513
3,2023/10/18 17:42:06.096,238.61,82,48,81920,79265,1785
4,2023/10/18 17:42:06.100,63.45,0,0,81920,7,81042
5,2023/10/18 17:42:06.107,63.58,0,0,81920,7,81042
6,2023/10/18 17:42:06.114,64.26,0,0,81920,7,81042
7,2023/10/18 17:42:06.122,61.97,0,0,81920,7,81042
0,2023/10/18 17:42:06.229,235.56,86,50,81920,79646,1403
1,2023/10/18 17:42:06.232,207.51,83,50,81920,79553,1497
2,2023/10/18 17:42:06.239,247.91,84,50,81920,79537,1513
3,2023/10/18 17:42:06.244,215.81,79,49,81920,79265,1785
4,2023/10/18 17:42:06.250,63.45,0,0,81920,7,81042
5,2023/10/18 17:42:06.256,63.31,0,0,81920,7,81042
6,2023/10/18 17:42:06.263,64.26,0,0,81920,7,81042
7,2023/10/18 17:42:06.270,61.97,0,0,81920,7,81042
0,2023/10/18 17:42:06.377,267.14,86,50,81920,79646,1403
1,2023/10/18 17:42:06.385,273.02,81,49,81920,79553,1497
2,2023/10/18 17:42:06.392,275.44,84,50,81920,79537,1513
3,2023/10/18 17:42:06.398,266.81,79,49,81920,79265,1785
4,2023/10/18 17:42:06.406,63.45,0,0,81920,7,81042
5,2023/10/18 17:42:06.414,63.58,0,0,81920,7,81042
6,2023/10/18 17:42:06.422,64.53,0,0,81920,7,81042
7,2023/10/18 17:42:06.430,61.97,0,0,81920,7,81042
0,2023/10/18 17:42:06.538,246.29,84,49,81920,79646,1403
1,2023/10/18 17:42:06.543,266.87,81,49,81920,79553,1497
2,2023/10/18 17:42:06.551,224.32,82,50,81920,79537,1513
3,2023/10/18 17:42:06.559,266.21,81,51,81920,79265,1785
4,2023/10/18 17:42:06.564,63.45,0,0,81920,7,81042
5,2023/10/18 17:42:06.571,63.31,0,0,81920,7,81042
6,2023/10/18 17:42:06.577,64.33,0,0,81920,7,81042
7,2023/10/18 17:42:06.585,62.04,0,0,81920,7,81042
0,2023/10/18 17:42:06.693,250.58,88,44,81920,79646,1403
1,2023/10/18 17:42:06.698,276.38,78,43,81920,79553,1497
2,2023/10/18 17:42:06.704,285.54,87,44,81920,79537,1513
3,2023/10/18 17:42:06.708,273.26,75,43,81920,79265,1785
4,2023/10/18 17:42:06.718,63.78,0,0,81920,7,81042
5,2023/10/18 17:42:06.727,63.31,0,0,81920,7,81042
6,2023/10/18 17:42:06.736,64.26,0,0,81920,7,81042
7,2023/10/18 17:42:06.743,61.70,0,0,81920,7,81042
0,2023/10/18 17:42:06.850,93.02,56,33,81920,79646,1403
1,2023/10/18 17:42:06.857,87.60,68,41,81920,79553,1497
2,2023/10/18 17:42:06.861,91.99,56,34,81920,79537,1513
3,2023/10/18 17:42:06.870,88.80,46,29,81920,79265,1785
4,2023/10/18 17:42:06.876,63.45,0,0,81920,7,81042
5,2023/10/18 17:42:06.881,63.37,0,0,81920,7,81042
6,2023/10/18 17:42:06.886,63.93,0,0,81920,7,81042
7,2023/10/18 17:42:06.893,61.76,0,0,81920,7,81042
0,2023/10/18 17:42:07.000,370.05,56,33,81920,79646,1403
1,2023/10/18 17:42:07.005,424.42,52,14,81920,79553,1497
2,2023/10/18 17:42:07.011,404.07,56,34,81920,79537,1513
3,2023/10/18 17:42:07.029,398.79,46,29,81920,79265,1785
4,2023/10/18 17:42:07.042,63.39,0,0,81920,7,81042
5,2023/10/18 17:42:07.050,63.31,0,0,81920,7,81042
6,2023/10/18 17:42:07.059,64.26,0,0,81920,7,81042
7,2023/10/18 17:42:07.064,61.97,0,0,81920,7,81042
0,2023/10/18 17:42:07.171,403.60,68,19,81920,79646,1403
1,2023/10/18 17:42:07.179,407.05,52,14,81920,79553,1497
2,2023/10/18 17:42:07.183,401.33,66,18,81920,79537,1513
3,2023/10/18 17:42:07.190,411.05,78,22,81920,79265,1785
4,2023/10/18 17:42:07.196,63.39,0,0,81920,7,81042
5,2023/10/18 17:42:07.203,63.31,0,0,81920,7,81042
6,2023/10/18 17:42:07.210,64.26,0,0,81920,7,81042
7,2023/10/18 17:42:07.215,62.30,0,0,81920,7,81042
0,2023/10/18 17:42:07.319,416.73,99,28,81920,79646,1403
1,2023/10/18 17:42:07.325,306.97,99,27,81920,79553,1497
2,2023/10/18 17:42:07.331,407.05,99,27,81920,79537,1513
3,2023/10/18 17:42:07.337,417.49,90,25,81920,79265,1785
4,2023/10/18 17:42:07.344,63.39,0,0,81920,7,81042
5,2023/10/18 17:42:07.352,63.31,0,0,81920,7,81042
6,2023/10/18 17:42:07.359,64.26,0,0,81920,7,81042
7,2023/10/18 17:42:07.366,61.97,0,0,81920,7,81042
0,2023/10/18 17:42:07.472,413.66,90,25,81920,79646,1403
1,2023/10/18 17:42:07.483,396.64,89,25,81920,79553,1497
2,2023/10/18 17:42:07.490,400.72,90,24,81920,79537,1513
3,2023/10/18 17:42:07.494,404.29,99,28,81920,79265,1785
4,2023/10/18 17:42:07.501,63.39,0,0,81920,7,81042
5,2023/10/18 17:42:07.509,63.58,0,0,81920,7,81042
6,2023/10/18 17:42:07.517,64.26,0,0,81920,7,81042
7,2023/10/18 17:42:07.525,61.97,0,0,81920,7,81042
0,2023/10/18 17:42:07.632,240.79,90,25,81920,79646,1403
1,2023/10/18 17:42:07.637,399.71,96,26,81920,79553,1497
2,2023/10/18 17:42:07.641,260.18,90,25,81920,79537,1513
3,2023/10/18 17:42:07.646,178.04,99,28,81920,79265,1785
4,2023/10/18 17:42:07.657,63.39,0,0,81920,7,81042
5,2023/10/18 17:42:07.665,63.24,0,0,81920,7,81042
6,2023/10/18 17:42:07.672,64.26,0,0,81920,7,81042
7,2023/10/18 17:42:07.678,61.97,0,0,81920,7,81042
0,2023/10/18 17:42:07.785,403.88,90,25,81920,79646,1403
1,2023/10/18 17:42:07.791,406.39,96,26,81920,79553,1497
2,2023/10/18 17:42:07.797,398.77,90,25,81920,79537,1513
3,2023/10/18 17:42:07.801,401.54,90,25,81920,79265,1785
4,2023/10/18 17:42:07.806,63.72,0,0,81920,7,81042
5,2023/10/18 17:42:07.815,63.58,0,0,81920,7,81042
6,2023/10/18 17:42:07.823,64.26,0,0,81920,7,81042
7,2023/10/18 17:42:07.832,61.97,0,0,81920,7,81042
0,2023/10/18 17:42:07.940,406.02,99,28,81920,79646,1403
1,2023/10/18 17:42:07.946,393.90,93,26,81920,79553,1497
2,2023/10/18 17:42:07.953,392.49,99,27,81920,79537,1513
3,2023/10/18 17:42:07.959,404.90,99,27,81920,79265,1785
4,2023/10/18 17:42:07.964,63.39,0,0,81920,7,81042
5,2023/10/18 17:42:07.969,63.31,0,0,81920,7,81042
6,2023/10/18 17:42:07.976,64.26,0,0,81920,7,81042
7,2023/10/18 17:42:07.982,61.97,0,0,81920,7,81042
0,2023/10/18 17:42:08.089,418.87,91,25,81920,79646,1403
1,2023/10/18 17:42:08.094,413.41,91,25,81920,79553,1497
2,2023/10/18 17:42:08.100,408.86,91,25,81920,79537,1513
3,2023/10/18 17:42:08.106,415.35,91,25,81920,79265,1785
4,2023/10/18 17:42:08.114,63.72,0,0,81920,7,81042
5,2023/10/18 17:42:08.122,63.31,0,0,81920,7,81042
6,2023/10/18 17:42:08.130,64.26,0,0,81920,7,81042
7,2023/10/18 17:42:08.138,61.97,0,0,81920,7,81042
0,2023/10/18 17:42:08.244,395.64,99,28,81920,79646,1403
1,2023/10/18 17:42:08.249,404.92,99,27,81920,79553,1497
2,2023/10/18 17:42:08.256,395.76,99,27,81920,79537,1513
3,2023/10/18 17:42:08.263,399.73,99,27,81920,79265,1785
4,2023/10/18 17:42:08.269,63.39,0,0,81920,7,81042
5,2023/10/18 17:42:08.274,63.58,0,0,81920,7,81042
6,2023/10/18 17:42:08.282,64.26,0,0,81920,7,81042
7,2023/10/18 17:42:08.289,61.97,0,0,81920,7,81042
0,2023/10/18 17:42:08.396,265.00,99,28,81920,79646,1403
1,2023/10/18 17:42:08.402,402.77,99,27,81920,79553,1497
2,2023/10/18 17:42:08.414,261.05,99,27,81920,79537,1513
3,2023/10/18 17:42:08.421,397.86,99,27,81920,79265,1785
4,2023/10/18 17:42:08.427,63.39,0,0,81920,7,81042
5,2023/10/18 17:42:08.433,63.31,0,0,81920,7,81042
6,2023/10/18 17:42:08.440,64.26,0,0,81920,7,81042
7,2023/10/18 17:42:08.447,61.97,0,0,81920,7,81042
0,2023/10/18 17:42:08.553,402.95,90,24,81920,79646,1403
1,2023/10/18 17:42:08.558,419.21,89,24,81920,79553,1497
2,2023/10/18 17:42:08.564,415.10,90,24,81920,79537,1513
3,2023/10/18 17:42:08.571,392.97,90,24,81920,79265,1785
4,2023/10/18 17:42:08.581,63.72,0,0,81920,7,81042
5,2023/10/18 17:42:08.589,63.31,0,0,81920,7,81042
6,2023/10/18 17:42:08.595,64.26,0,0,81920,7,81042
7,2023/10/18 17:42:08.601,62.30,0,0,81920,7,81042
0,2023/10/18 17:42:08.708,393.50,99,27,81920,79646,1403
1,2023/10/18 17:42:08.717,406.72,99,27,81920,79553,1497
2,2023/10/18 17:42:08.723,404.07,99,27,81920,79537,1513
3,2023/10/18 17:42:08.729,327.84,99,27,81920,79265,1785
4,2023/10/18 17:42:08.734,63.45,0,0,81920,7,81042
5,2023/10/18 17:42:08.739,63.31,0,0,81920,7,81042
6,2023/10/18 17:42:08.746,64.26,0,0,81920,7,81042
7,2023/10/18 17:42:08.753,61.97,0,0,81920,7,81042
0,2023/10/18 17:42:08.861,404.40,86,29,81920,79646,1403
1,2023/10/18 17:42:08.865,414.49,86,29,81920,79553,1497
2,2023/10/18 17:42:08.876,406.54,89,30,81920,79537,1513
3,2023/10/18 17:42:08.887,407.38,83,31,81920,79265,1785
4,2023/10/18 17:42:08.895,63.45,0,0,81920,7,81042
5,2023/10/18 17:42:08.904,63.31,0,0,81920,7,81042
6,2023/10/18 17:42:08.911,64.26,0,0,81920,7,81042
7,2023/10/18 17:42:08.917,61.97,0,0,81920,7,81042
0,2023/10/18 17:42:09.024,272.04,86,29,81920,79646,1403
1,2023/10/18 17:42:09.030,269.07,78,45,81920,79553,1497
2,2023/10/18 17:42:09.035,248.18,89,30,81920,79537,1513
3,2023/10/18 17:42:09.050,270.78,83,31,81920,79265,1785
4,2023/10/18 17:42:09.058,63.45,0,0,81920,7,81042
5,2023/10/18 17:42:09.065,63.31,0,0,81920,7,81042
6,2023/10/18 17:42:09.072,64.33,0,0,81920,7,81042
7,2023/10/18 17:42:09.076,61.97,0,0,81920,7,81042
0,2023/10/18 17:42:09.184,228.85,84,47,81920,79646,1403
1,2023/10/18 17:42:09.191,226.80,78,45,81920,79553,1497
2,2023/10/18 17:42:09.199,241.75,78,46,81920,79537,1513
3,2023/10/18 17:42:09.204,198.60,82,49,81920,79265,1785
4,2023/10/18 17:42:09.211,63.45,0,0,81920,7,81042
5,2023/10/18 17:42:09.219,63.31,0,0,81920,7,81042
6,2023/10/18 17:42:09.230,64.26,0,0,81920,7,81042
7,2023/10/18 17:42:09.237,62.04,0,0,81920,7,81042
0,2023/10/18 17:42:09.344,270.83,86,50,81920,79646,1403
1,2023/10/18 17:42:09.348,262.65,80,49,81920,79553,1497
2,2023/10/18 17:42:09.352,278.52,84,50,81920,79537,1513
3,2023/10/18 17:42:09.359,262.19,78,48,81920,79265,1785
4,2023/10/18 17:42:09.366,63.45,0,0,81920,7,81042
5,2023/10/18 17:42:09.373,63.31,0,0,81920,7,81042
6,2023/10/18 17:42:09.379,64.26,0,0,81920,7,81042
7,2023/10/18 17:42:09.386,61.70,0,0,81920,7,81042
0,2023/10/18 17:42:09.493,277.55,84,49,81920,79646,1403
1,2023/10/18 17:42:09.500,263.79,82,50,81920,79553,1497
2,2023/10/18 17:42:09.508,269.68,82,49,81920,79537,1513
3,2023/10/18 17:42:09.515,272.05,82,51,81920,79265,1785
4,2023/10/18 17:42:09.522,63.45,0,0,81920,7,81042
5,2023/10/18 17:42:09.530,63.31,0,0,81920,7,81042
6,2023/10/18 17:42:09.538,64.26,0,0,81920,7,81042
7,2023/10/18 17:42:09.546,61.97,0,0,81920,7,81042
0,2023/10/18 17:42:09.654,235.53,86,45,81920,79646,1403
1,2023/10/18 17:42:09.660,246.98,79,45,81920,79553,1497
2,2023/10/18 17:42:09.677,231.09,85,45,81920,79537,1513
3,2023/10/18 17:42:09.682,261.58,78,45,81920,79265,1785
4,2023/10/18 17:42:09.689,63.45,0,0,81920,7,81042
5,2023/10/18 17:42:09.697,63.58,0,0,81920,7,81042
6,2023/10/18 17:42:09.704,64.26,0,0,81920,7,81042
7,2023/10/18 17:42:09.710,62.04,0,0,81920,7,81042
0,2023/10/18 17:42:09.818,246.62,86,45,81920,79646,1403
1,2023/10/18 17:42:09.824,254.96,82,49,81920,79553,1497
2,2023/10/18 17:42:09.830,252.80,85,45,81920,79537,1513
3,2023/10/18 17:42:09.836,254.26,78,45,81920,79265,1785
4,2023/10/18 17:42:09.843,63.45,0,0,81920,7,81042
5,2023/10/18 17:42:09.851,63.31,0,0,81920,7,81042
6,2023/10/18 17:42:09.857,64.26,0,0,81920,7,81042
7,2023/10/18 17:42:09.862,61.97,0,0,81920,7,81042
0,2023/10/18 17:42:09.969,277.55,87,51,81920,79646,1403
1,2023/10/18 17:42:09.976,278.24,82,49,81920,79553,1497
2,2023/10/18 17:42:09.983,284.67,85,51,81920,79537,1513
3,2023/10/18 17:42:09.989,269.90,79,50,81920,79265,1785
4,2023/10/18 17:42:09.995,63.45,0,0,81920,7,81042
5,2023/10/18 17:42:10.002,63.58,0,0,81920,7,81042
6,2023/10/18 17:42:10.008,64.33,0,0,81920,7,81042
7,2023/10/18 17:42:10.013,62.04,0,0,81920,7,81042
0,2023/10/18 17:42:10.121,275.73,85,46,81920,79646,1403
1,2023/10/18 17:42:10.127,280.38,86,48,81920,79553,1497
2,2023/10/18 17:42:10.133,279.41,77,46,81920,79537,1513
3,2023/10/18 17:42:10.139,259.15,82,48,81920,79265,1785
4,2023/10/18 17:42:10.145,63.45,0,0,81920,7,81042
5,2023/10/18 17:42:10.151,63.31,0,0,81920,7,81042
6,2023/10/18 17:42:10.158,64.26,0,0,81920,7,81042
7,2023/10/18 17:42:10.164,61.97,0,0,81920,7,81042
0,2023/10/18 17:42:10.271,256.42,86,51,81920,79646,1403
1,2023/10/18 17:42:10.278,227.07,82,50,81920,79553,1497
2,2023/10/18 17:42:10.286,262.65,85,51,81920,79537,1513
3,2023/10/18 17:42:10.294,231.56,80,49,81920,79265,1785
4,2023/10/18 17:42:10.302,63.45,0,0,81920,7,81042
5,2023/10/18 17:42:10.310,63.91,0,0,81920,7,81042
6,2023/10/18 17:42:10.316,64.53,0,0,81920,7,81042
7,2023/10/18 17:42:10.325,61.97,0,0,81920,7,81042
0,2023/10/18 17:42:10.432,272.04,86,51,81920,79646,1403
1,2023/10/18 17:42:10.437,276.70,83,50,81920,79553,1497
2,2023/10/18 17:42:10.447,286.77,85,51,81920,79537,1513
3,2023/10/18 17:42:10.453,272.05,80,49,81920,79265,1785
4,2023/10/18 17:42:10.458,63.78,0,0,81920,7,81042
5,2023/10/18 17:42:10.466,63.31,0,0,81920,7,81042
6,2023/10/18 17:42:10.472,64.26,0,0,81920,7,81042
7,2023/10/18 17:42:10.479,61.76,0,0,81920,7,81042
0,2023/10/18 17:42:10.587,208.54,84,49,81920,79646,1403
1,2023/10/18 17:42:10.592,275.77,83,50,81920,79553,1497
2,2023/10/18 17:42:10.598,207.18,82,49,81920,79537,1513
3,2023/10/18 17:42:10.606,232.68,83,51,81920,79265,1785
4,2023/10/18 17:42:10.614,63.45,0,0,81920,7,81042
5,2023/10/18 17:42:10.621,63.31,0,0,81920,7,81042
6,2023/10/18 17:42:10.626,64.26,0,0,81920,7,81042
7,2023/10/18 17:42:10.634,62.04,0,0,81920,7,81042
0,2023/10/18 17:42:10.741,219.56,86,43,81920,79646,1403
1,2023/10/18 17:42:10.748,283.40,78,44,81920,79553,1497
2,2023/10/18 17:42:10.757,222.18,85,44,81920,79537,1513
3,2023/10/18 17:42:10.762,272.65,76,43,81920,79265,1785
4,2023/10/18 17:42:10.769,63.45,0,0,81920,7,81042
5,2023/10/18 17:42:10.773,63.31,0,0,81920,7,81042
6,2023/10/18 17:42:10.780,64.33,0,0,81920,7,81042
7,2023/10/18 17:42:10.787,61.97,0,0,81920,7,81042
0,2023/10/18 17:42:10.894,257.62,86,51,81920,79646,1403
1,2023/10/18 17:42:10.899,268.14,82,50,81920,79553,1497
2,2023/10/18 17:42:10.907,263.79,85,51,81920,79537,1513
3,2023/10/18 17:42:10.915,230.63,79,50,81920,79265,1785
4,2023/10/18 17:42:10.921,63.78,0,0,81920,7,81042
5,2023/10/18 17:42:10.929,63.31,0,0,81920,7,81042
6,2023/10/18 17:42:10.943,64.26,0,0,81920,7,81042
7,2023/10/18 17:42:10.947,61.97,0,0,81920,7,81042
0,2023/10/18 17:42:11.057,266.82,86,51,81920,79646,1403
1,2023/10/18 17:42:11.061,281.87,84,47,81920,79553,1497
2,2023/10/18 17:42:11.067,273.63,79,48,81920,79537,1513
3,2023/10/18 17:42:11.071,251.45,79,50,81920,79265,1785
4,2023/10/18 17:42:11.080,63.45,0,0,81920,7,81042
5,2023/10/18 17:42:11.086,63.31,0,0,81920,7,81042
6,2023/10/18 17:42:11.093,64.53,0,0,81920,7,81042
7,2023/10/18 17:42:11.099,61.97,0,0,81920,7,81042
0,2023/10/18 17:42:11.206,276.33,85,47,81920,79646,1403
1,2023/10/18 17:42:11.212,269.35,84,47,81920,79553,1497
2,2023/10/18 17:42:11.219,281.88,79,48,81920,79537,1513
3,2023/10/18 17:42:11.226,268.97,83,48,81920,79265,1785
4,2023/10/18 17:42:11.232,63.45,0,0,81920,7,81042
5,2023/10/18 17:42:11.236,63.31,0,0,81920,7,81042
6,2023/10/18 17:42:11.243,64.26,0,0,81920,7,81042
7,2023/10/18 17:42:11.251,61.97,0,0,81920,7,81042
0,2023/10/18 17:42:11.359,260.71,85,50,81920,79646,1403
1,2023/10/18 17:42:11.364,245.16,83,51,81920,79553,1497
2,2023/10/18 17:42:11.371,268.08,82,49,81920,79537,1513
3,2023/10/18 17:42:11.376,241.36,82,51,81920,79265,1785
4,2023/10/18 17:42:11.381,63.45,0,0,81920,7,81042
5,2023/10/18 17:42:11.388,63.31,0,0,81920,7,81042
6,2023/10/18 17:42:11.394,64.26,0,0,81920,7,81042
7,2023/10/18 17:42:11.402,62.30,0,0,81920,7,81042
0,2023/10/18 17:42:11.509,274.80,84,50,81920,79646,1403
1,2023/10/18 17:42:11.515,283.12,82,49,81920,79553,1497
2,2023/10/18 17:42:11.521,280.99,85,51,81920,79537,1513
3,2023/10/18 17:42:11.527,264.66,79,49,81920,79265,1785
4,2023/10/18 17:42:11.534,63.78,0,0,81920,7,81042
5,2023/10/18 17:42:11.543,63.31,0,0,81920,7,81042
6,2023/10/18 17:42:11.550,64.26,0,0,81920,7,81042
7,2023/10/18 17:42:11.556,62.04,0,0,81920,7,81042
0,2023/10/18 17:42:11.661,239.58,83,43,81920,79646,1403
1,2023/10/18 17:42:11.692,256.76,68,42,81920,79553,1497
2,2023/10/18 17:42:11.699,246.98,79,42,81920,79537,1513
3,2023/10/18 17:42:11.712,226.61,77,41,81920,79265,1785
4,2023/10/18 17:42:11.730,63.45,0,0,81920,7,81042
5,2023/10/18 17:42:11.737,63.31,0,0,81920,7,81042
6,2023/10/18 17:42:11.745,64.26,0,0,81920,7,81042
7,2023/10/18 17:42:11.752,61.97,0,0,81920,7,81042
0,2023/10/18 17:42:11.858,273.58,83,43,81920,79646,1403
1,2023/10/18 17:42:11.863,265.39,76,48,81920,79553,1497
2,2023/10/18 17:42:11.870,278.84,81,47,81920,79537,1513
3,2023/10/18 17:42:11.876,263.46,77,41,81920,79265,1785
4,2023/10/18 17:42:11.890,63.78,0,0,81920,7,81042
5,2023/10/18 17:42:11.897,63.31,0,0,81920,7,81042
6,2023/10/18 17:42:11.904,64.33,0,0,81920,7,81042
7,2023/10/18 17:42:11.911,61.97,0,0,81920,7,81042
0,2023/10/18 17:42:12.018,274.19,82,46,81920,79646,1403
1,2023/10/18 17:42:12.025,268.74,76,48,81920,79553,1497
2,2023/10/18 17:42:12.033,280.01,81,47,81920,79537,1513
3,2023/10/18 17:42:12.041,262.79,83,49,81920,79265,1785
4,2023/10/18 17:42:12.049,63.45,0,0,81920,7,81042
5,2023/10/18 17:42:12.054,63.58,0,0,81920,7,81042
6,2023/10/18 17:42:12.062,64.33,0,0,81920,7,81042
7,2023/10/18 17:42:12.070,62.37,0,0,81920,7,81042
0,2023/10/18 17:42:12.177,215.59,86,45,81920,79646,1403
1,2023/10/18 17:42:12.183,279.72,77,45,81920,79553,1497
2,2023/10/18 17:42:12.188,214.76,77,44,81920,79537,1513
3,2023/10/18 17:42:12.194,270.17,83,45,81920,79265,1785
4,2023/10/18 17:42:12.198,63.45,0,0,81920,7,81042
5,2023/10/18 17:42:12.204,63.31,0,0,81920,7,81042
6,2023/10/18 17:42:12.210,64.26,0,0,81920,7,81042
7,2023/10/18 17:42:12.222,61.97,0,0,81920,7,81042
0,2023/10/18 17:42:12.329,246.29,86,50,81920,79646,1403
1,2023/10/18 17:42:12.334,255.90,81,50,81920,79553,1497
2,2023/10/18 17:42:12.342,251.26,84,50,81920,79537,1513
3,2023/10/18 17:42:12.351,253.59,82,49,81920,79265,1785
4,2023/10/18 17:42:12.359,63.78,0,0,81920,7,81042
5,2023/10/18 17:42:12.365,63.58,0,0,81920,7,81042
6,2023/10/18 17:42:12.372,64.26,0,0,81920,7,81042
7,2023/10/18 17:42:12.381,61.97,0,0,81920,7,81042
0,2023/10/18 17:42:12.488,272.04,84,49,81920,79646,1403
1,2023/10/18 17:42:12.495,274.83,81,49,81920,79553,1497
2,2023/10/18 17:42:12.502,277.86,84,50,81920,79537,1513
3,2023/10/18 17:42:12.508,265.27,81,50,81920,79265,1785
4,2023/10/18 17:42:12.512,63.45,0,0,81920,7,81042
5,2023/10/18 17:42:12.517,63.31,0,0,81920,7,81042
6,2023/10/18 17:42:12.522,64.26,0,0,81920,7,81042
7,2023/10/18 17:42:12.530,61.97,0,0,81920,7,81042
0,2023/10/18 17:42:12.637,234.60,84,49,81920,79646,1403
1,2023/10/18 17:42:12.642,273.63,79,44,81920,79553,1497
2,2023/10/18 17:42:12.650,261.65,84,50,81920,79537,1513
3,2023/10/18 17:42:12.660,235.80,81,50,81920,79265,1785
4,2023/10/18 17:42:12.666,63.45,0,0,81920,7,81042
5,2023/10/18 17:42:12.673,63.31,0,0,81920,7,81042
6,2023/10/18 17:42:12.680,63.93,0,0,81920,7,81042
7,2023/10/18 17:42:12.687,61.97,0,0,81920,7,81042
0,2023/10/18 17:42:12.796,239.49,86,44,81920,79646,1403
1,2023/10/18 17:42:12.801,230.76,79,44,81920,79553,1497
2,2023/10/18 17:42:12.806,246.04,85,44,81920,79537,1513
3,2023/10/18 17:42:12.814,271.38,77,44,81920,79265,1785
4,2023/10/18 17:42:12.820,63.45,0,0,81920,7,81042
5,2023/10/18 17:42:12.827,63.31,0,0,81920,7,81042
6,2023/10/18 17:42:12.835,64.26,0,0,81920,7,81042
7,2023/10/18 17:42:12.844,62.37,0,0,81920,7,81042
0,2023/10/18 17:42:12.950,246.95,87,51,81920,79646,1403
1,2023/10/18 17:42:12.956,254.34,82,51,81920,79553,1497
2,2023/10/18 17:42:12.962,273.63,83,49,81920,79537,1513
3,2023/10/18 17:42:12.967,250.56,83,51,81920,79265,1785
4,2023/10/18 17:42:12.975,63.78,0,0,81920,7,81042
5,2023/10/18 17:42:12.984,63.31,0,0,81920,7,81042
6,2023/10/18 17:42:12.990,64.26,0,0,81920,7,81042
7,2023/10/18 17:42:12.998,61.70,0,0,81920,7,81042
0,2023/10/18 17:42:13.105,255.81,87,47,81920,79646,1403
1,2023/10/18 17:42:13.110,276.98,82,46,81920,79553,1497
2,2023/10/18 17:42:13.116,260.44,79,47,81920,79537,1513
3,2023/10/18 17:42:13.124,228.75,80,46,81920,79265,1785
4,2023/10/18 17:42:13.130,63.45,0,0,81920,7,81042
5,2023/10/18 17:42:13.138,63.31,0,0,81920,7,81042
6,2023/10/18 17:42:13.144,64.26,0,0,81920,7,81042
7,2023/10/18 17:42:13.151,61.97,0,0,81920,7,81042
0,2023/10/18 17:42:13.259,237.35,87,47,81920,79646,1403
1,2023/10/18 17:42:13.263,279.45,84,51,81920,79553,1497
2,2023/10/18 17:42:13.269,241.48,82,49,81920,79537,1513
3,2023/10/18 17:42:13.278,272.32,80,46,81920,79265,1785
4,2023/10/18 17:42:13.285,63.45,0,0,81920,7,81042
5,2023/10/18 17:42:13.291,63.31,0,0,81920,7,81042
6,2023/10/18 17:42:13.299,64.26,0,0,81920,7,81042
7,2023/10/18 17:42:13.306,62.04,0,0,81920,7,81042
0,2023/10/18 17:42:13.413,248.17,84,49,81920,79646,1403
1,2023/10/18 17:42:13.417,258.02,84,51,81920,79553,1497
2,2023/10/18 17:42:13.422,250.32,82,49,81920,79537,1513
3,2023/10/18 17:42:13.430,214.65,83,51,81920,79265,1785
4,2023/10/18 17:42:13.436,63.45,0,0,81920,7,81042
5,2023/10/18 17:42:13.444,63.91,0,0,81920,7,81042
6,2023/10/18 17:42:13.453,64.53,0,0,81920,7,81042
7,2023/10/18 17:42:13.460,61.97,0,0,81920,7,81042
0,2023/10/18 17:42:13.567,278.15,87,51,81920,79646,1403
1,2023/10/18 17:42:13.572,274.83,82,49,81920,79553,1497
2,2023/10/18 17:42:13.577,283.73,85,51,81920,79537,1513
3,2023/10/18 17:42:13.583,268.97,79,49,81920,79265,1785
4,2023/10/18 17:42:13.590,63.45,0,0,81920,7,81042
5,2023/10/18 17:42:13.598,63.31,0,0,81920,7,81042
6,2023/10/18 17:42:13.605,64.26,0,0,81920,7,81042
7,2023/10/18 17:42:13.611,61.97,0,0,81920,7,81042
0,2023/10/18 17:42:13.721,243.87,86,44,81920,79646,1403
1,2023/10/18 17:42:13.725,272.70,81,45,81920,79553,1497
2,2023/10/18 17:42:13.730,249.72,84,44,81920,79537,1513
3,2023/10/18 17:42:13.740,216.80,76,44,81920,79265,1785
4,2023/10/18 17:42:13.747,63.45,0,0,81920,7,81042
5,2023/10/18 17:42:13.755,63.31,0,0,81920,7,81042
6,2023/10/18 17:42:13.763,64.26,0,0,81920,7,81042
7,2023/10/18 17:42:13.770,61.97,0,0,81920,7,81042
0,2023/10/18 17:42:13.876,229.69,86,44,81920,79646,1403
1,2023/10/18 17:42:13.883,280.05,81,50,81920,79553,1497
2,2023/10/18 17:42:13.891,241.15,82,49,81920,79537,1513
3,2023/10/18 17:42:13.898,273.86,83,51,81920,79265,1785
4,2023/10/18 17:42:13.905,63.45,0,0,81920,7,81042
5,2023/10/18 17:42:13.912,63.31,0,0,81920,7,81042
6,2023/10/18 17:42:13.919,64.26,0,0,81920,7,81042
7,2023/10/18 17:42:13.925,61.76,0,0,81920,7,81042
0,2023/10/18 17:42:14.031,247.56,84,49,81920,79646,1403
